make,car_model,depth,height,width,extra_depth,img_url
Ford,FORD MONDEO TURNIER TITANIUM 2.0 TDCI 5DR ESTATE 2010,114,76,103,176,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3014_2597_0_2597.jpg?itok=ULB666BH
Ford,FORD RANGER DOUBLE CAB LIMITED 2.2 TDCI 110 KW 4DR MPV 2012,145,50,112,145,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3445_2843_0_2843.jpg?itok=Navp6rRL
Ford,FORD S MAX ZETEC 2.0 5DR MPV,48,92,113,100,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2422_964_0_964.jpg?itok=2WnmaxCw
Ford,FORD S-MAX TITANIUM 2.0 TDCI 5DR MPV 2010,111,92,102,197,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2981_2564_0_2564.jpg?itok=HcW5ihmf
Ford,FORD TOURNEO CONNECT 1.0 ECOBOOST START STOP TITANIUM 5DR ESTATE 2014,91,100,119,145,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3762_5167_0_5167.jpg?itok=_LGsN3On
Ford,FORD TOURNEO CUSTOM 300L LIMITED 2.2 TDCI 92KW 125 PS 5DR MPV 2013,62,131,121,150,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3587_4972_0_4972.jpg?itok=FAmXr0Bt
Subaru,FORESTER 2.0D S 5DR SALOON 2017,79,80,103,169,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4088_5652_0_5652.jpg?itok=C__tmCtl
Smart,FORFOUR 1.0 PRIME 5DR HATCH 2015,57,64,100,122,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3791_5252_0_5252.jpg?itok=1pWjxLjA
Smart,FORFOUR 5DR HATCH 2020,58,64,100,124,
Smart,FORTWO CABRIO 2DR CONVERTIBLE 2016,73,82,83,130,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3990_5504_0_5504.jpg?itok=L56eJXG8
Smart,FORTWO COUPÉ 1.0 PASSION 3DR HATCH 2015,45,64,98,45,
Smart,FORTWO COUPE 3DR HATCH 2018,45,64,98,45,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4176_5751_0_5751.jpg?itok=M5XHyxlv
Ford,GALAXY 2.0 TDCI START/STOPP TITANIUM 5DR MPV 2016,41,90,107,123,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3958_5438_0_5438.jpg?itok=i-MnzwkK
Maserati,GHIBLI DIESEL AUTOMATIK 4DR SALOON 2015,107,45,82,181,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3893_5323_0_5323.jpg?itok=6BfJWzYX
Alfa Romeo,GIULIA 2.2 4DR SALOON 2019,94,47,66,172,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4248_5818_0_5818.jpg?itok=E8bwDcGa
Alfa Romeo,GIULIETTA 1.4 5DR HATCH 2017,75,76,102,147,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4093_5645_0_5645.jpg?itok=AR9AoahO
Mercedes Benz,GLA 200 D 5DR SALOON 2020,80,81,105,157,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4455_6017_0_6017.jpg?itok=XFqhStNT
Mercedes Benz,GLA 200 D URBAN 5DR SALOON 2015,80,71,104,150,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3872_5342_0_5342.jpg?itok=4E54hIxk
Mercedes Benz,GLA 220 STYLE 4MATIC 7G-DCT 5DR SALOON 2018,80,71,104,150,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4110_5651_0_5651.jpg?itok=vIQ0Aa5k
Mercedes Benz,GLB 220 D AMG LINE 5DR SALOON 2020,95,87,105,176,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4377_5990_0_5990.jpg?itok=kbEIpVW1
Mercedes Benz,GLC 220 D 4MATIC 9G-TRONIC 5DR SALOON 2018,92,75,109,174,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4118_5693_0_5693.jpg?itok=SWZtGo69
Mercedes Benz,GLC 220 D 5DR SALOON 2020,92,75,109,174,
Mercedes Benz,GLC 250 D 4MATIC 9G-TRONIC 5DR SALOON 2015,92,75,109,174,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3853_5344_0_5344.jpg?itok=UehfEEmN
Mercedes Benz,GLC COUPE 350 E 5DR SALOON 2017,98,64,110,179,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4077_5663_0_5663.jpg?itok=pqTFWLmQ
Mercedes Benz,GLC F-CELL 5DR SALOON 2020,92,72,109,172,
Mercedes Benz,GLE 250 D 9G-TRONIC 5DR SALOON 2016,102,84,103,170,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3923_5376_0_5376.jpg?itok=XUwf-GaA
Mercedes Benz,GLE 350 D 5DR SALOON 2019,105,81,104,191,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4352_5925_0_5925.jpg?itok=kJIr3LpJ
Mercedes Benz,GLE 350 DE 5DR SALOON 2020,105,81,104,194,
Mercedes Benz,GLE COUPÉ 350 D 4MATIC 9G-TRONIC 5DR SALOON 2015,111,76,103,178,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3875_5326_0_5326.jpg?itok=p4X94Bjd
Mercedes Benz,GLE COUPE 400 D AMG LINE 5DR SALOON 2020,113,73,110,194,
Volkswagen,GOLF 1.0 ETSI 5DR HATCH 2020,75,77,101,145,
Volkswagen,GOLF 1.0 TSI BLUEMOTION COMFORTLINE 5DR HATCH 2015,74,69,101,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3858_5331_0_5331.jpg?itok=T_EXQCuk
Volkswagen,GOLF 1.5 5DR HATCH 2017,74,69,101,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4045_5601_0_5601.jpg?itok=-Vgi2dCe
Volkswagen,GOLF 1.5 ETSI 5DR HATCH 2020,75,77,101,145,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4379_5988_0_5988.jpg?itok=C0YbG9GE
Volkswagen,GOLF 1.5 TSI 5DR HATCH 2017,74,79,101,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4079_5661_0_5661.jpg?itok=sDB3pd57
Volkswagen,GOLF 1.6 5DR HATCH 2019,74,70,101,145,
Volkswagen,GOLF 2.0 5DR HATCH 2020,75,77,101,145,
Volkswagen,GOLF 5DR HATCH 2019,74,70,101,145,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4257_5917_0_5917.jpg?itok=PP_IGIrb
Volkswagen,GOLF GTE DSG 5DR HATCH 2015,73,69,101,145,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3803_5233_0_5233.jpg?itok=MiaIBY5N
Volkswagen,GOLF GTI 3DR HATCH 2017,74,79,101,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4064_5639_0_5639.jpg?itok=0ncdrda0
Volkswagen,GOLF SPORTSVAN 1.6 5DR MPV 2019,76,88,100,158,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4232_5834_0_5834.jpg?itok=Sc3p2Mul
Volkswagen,GOLF SPORTSVAN 1.6 TDI5DR MPV 2016,90,91,100,169,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3976_5502_0_5502.jpg?itok=qlxBo6Iq
Volkswagen,GOLF SPORTSVAN 5DR MPV 2018,76,88,100,158,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4151_5710_0_5710.jpg?itok=ZEWV-Lgb
Volkswagen,GOLF VARIANT 1.4 5DR ESTATE 2016,105,69,101,176,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3994_5496_0_5496.jpg?itok=wC2OGJQ7
Volkswagen,GOLF VARIANT 1.5 TSI 5DR ESTATE 2017,105,69,101,176,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4074_5667_0_5667.jpg?itok=Rb8SafUD
Toyota,GR SUPRA 3DR COUPE 2019,78,53,85,78,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4269_5901_0_5901.jpg?itok=IQ_YFSwS
Ford,GRAND C-MAX 1.5 TDCI START/STOPP TITANIUM 5DR MPV 2015,98,98,102,165,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3869_5352_0_5352.jpg?itok=YuccQhYn
Renault,GRAND SCÉNIC 5DR MPV 2017,42,77,109,101,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4036_5612_0_5612.jpg?itok=2MAmYl_R
Vauxhall,GRANDLAND X 1.2 DI TURBO START&STOP DYNAMIC 5DR SALOON 2018,87,82,100,166,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4107_5673_0_5673.jpg?itok=ilLb0i9A
Vauxhall,GRANDLAND X 1.5 5DR SALOON 2019,87,82,100,166,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4213_5804_0_5804.jpg?itok=oUk_02vZ
Vauxhall,GRANDLAND X 5DR SALOON 2018,87,82,100,166,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4144_5720_0_5720.jpg?itok=KrGFyI1L
Lada,GRANTA 1.6 4DR SALOON 2016,102,59,92,163,
Honda,HONDA ACCORD EXECUTIVE 2.0 4DR SALOON 2011,111,52,76,186,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3105_2688_0_2688.jpg?itok=aX7vsSea
Honda,HONDA ACCORD TOURER 2.2 I DTEC 5DR ESTATE 2008,107,71,78,193,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2532_2115_0_2115.jpg?itok=Ap7RDElT
Honda,HONDA ACCORD TOURER EXECUTIVE 2.2 I-DTEC 180 5DR ESTATE 2011,107,70,78,180,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3118_2702_0_2702.jpg?itok=a7N2wTGe
Honda,HONDA ACCORD TOURER EXECUTIVE 2.2 I-DTEC AUTOM. 5DR ESTATE 2011,107,70,78,180,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3117_2701_0_2701.jpg?itok=HAifC_I4
Honda,HONDA ACCORD VTEC EXSN+HFT 2.0 4DR SALOON,106,55,90,183,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2423_967_0_967.jpg?itok=CyELOvIV
Honda,HONDA CIVIC 1.4 SPORT 38442 5DR HATCHBACK 2009,87,83,104,165,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2533_2116_0_2116.jpg?itok=qNBrR2aL
Honda,HONDA CIVIC 1.6 I-DTEC LIFESTYLE 5DR HATCH 2014,85,82,104,161,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3738_5138_0_5138.jpg?itok=x7eTWNOV
Honda,HONDA CIVIC 1.8 SPORT 1.8104KW 140PS 5DR HATCH 2013,85,82,104,161,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3653_5067_0_5067.jpg?itok=ypBXida2
Honda,HONDA CIVIC LIFESTYLE 1.6 I-DTEC 88KW 5DR HATCH 2013,85,82,104,165,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3561_4941_0_4941.jpg?itok=4o2GFWOj
Honda,HONDA CIVIC SPORT 2.2 I-DTEC 5DR HATCH 2012,85,82,104,165,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3314_2804_0_2804.jpg?itok=T8T5v32v
Honda,HONDA CIVIC TOURER 1.6 I-DTEC LIFESTYLE 5DR ESTATE 2014,99,99,105,181,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3668_5130_0_5130.jpg?itok=neSj2fSX
Honda,HONDA CIVIC VTEC ES 1.8 5DR HATCH,86,84,104,166,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2424_968_0_968.jpg?itok=8ZqxsL_B
Honda,HONDA CIVIC VTEC SE 1.6 5DR HATCH,82,81,77,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2425_969_0_969.jpg?itok=4uGT2-hf
Honda,HONDA CIVIC VTEC SPORT 1.6 3DR HATCH,76,79,78,148,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2426_970_0_970.jpg?itok=-EtUPw9k
Honda,HONDA CR V I VTEC SPORT 2.0 5DR MPV,91,97,82,138,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2427_971_0_971.jpg?itok=CIVcYC2L
Honda,HONDA CR-V ELEGANCE 2.2 I-DTEC 5DR 4X4 2010,96,94,106,142,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2939_2522_0_2522.jpg?itok=a3-GsBU_
Honda,HONDA CR-V EXECUTIVE 4WD 2.2 I-DTEC 110KW 5DR 4X4 2012,97,91,97,162,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3503_2901_0_2901.jpg?itok=CBVBG9HB
Honda,HONDA CR-Z IMA GT 1.5 HYBRID 3DR COUPE 2010,76,61,83,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2943_2526_0_2526.jpg?itok=8e5Cyntp
Honda,HONDA FR V SPORT CTDI 2.0 5DR MPV,84,85,110,156,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2428_972_0_972.jpg?itok=FDKmN92X
Honda,HONDA HR-V 1.5 I-VTEC EXECUTIVE 5DR SALOON 2016,80,86,101,159,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3898_5397_0_5397.jpg?itok=wz58T3ko
Honda,HONDA INSIGHT EXCLUSIVE CVT AUTOMATIC 1.3 HYBRID 65-72KW 5DR HATCH 2012,83,65,94,160,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3426_2825_0_2825.jpg?itok=Z-55L2nF
Honda,HONDA INSIGHT HYBRID 1.3 5DR HATCHBACK 2009,83,65,94,160,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2534_2117_0_2117.jpg?itok=wKx0egak
Honda,HONDA JAZZ 1.4 5DR HATCHBACK 2009,64,87,101,136,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2535_2118_0_2118.jpg?itok=PZgAHLm4
Honda,HONDA JAZZ 1.4 EXCLUSIVE 5DR HATCH 2014,72,87,101,142,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3669_5078_0_5078.jpg?itok=DvlQj47l
Honda,HONDA JAZZ EXCLUSIVE CVT 1.4 HYBRID 5DR HATCH 2011,54,85,101,143,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3062_2645_0_2645.jpg?itok=KvIvI-d-
Honda,HONDA JAZZ S 1.2 5DR HATCH,72,90,102,146,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2429_973_0_973.jpg?itok=SoOfv3D8
Honda,HR-V 1.5 5DR SALOON 2020,81,85,101,161,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4412_5936_0_5936.jpg?itok=prOPh12J
Hyundai,HYUNDAI ACCENT GSI 1.3 5DR HATCH,83,76,96,150,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2430_974_0_974.jpg?itok=9XYJL9Nh
Hyundai,HYUNDAI AMICA CDX 1.1 5DR HATCH,61,89,97,106,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2431_975_0_975.jpg?itok=kUBsw1L-
Hyundai,HYUNDAI COUPE SE 2.0 3DR HATCH,86,72,92,159,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2432_976_0_976.jpg?itok=39CE6W8S
Hyundai,HYUNDAI GENESIS COUPE 2.0T 202KW 2DR COUPE 2013,101,42,88,167,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3560_4940_0_4940.jpg?itok=5xGauScl
Hyundai,HYUNDAI GETZ CDX 1.1 5DR HATCH,62,88,99,113,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2433_977_0_977.jpg?itok=4YPHuerl
Hyundai,HYUNDAI GETZ CDX 1.3 5DR HATCH,61,88,99,112,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2434_978_0_978.jpg?itok=z8E5FLPi
Hyundai,HYUNDAI GETZ GSI 1.1 3DR HATCH,61,88,99,113,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2435_979_0_979.jpg?itok=7gs0u2ra
Hyundai,HYUNDAI GRAND SANTA FE 2.2 CRDI 4WD 5DR 4X4 2014,45,79,112,128,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3765_5122_0_5122.jpg?itok=LrGgZHRj
Hyundai,HYUNDAI H 1 TRAVEL 2.5 5DR MPV 2009,85,118,122,85,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2536_2119_0_2119.jpg?itok=BxE3f5Pp
Hyundai,HYUNDAI I 20 COMFORT 1.4 CRDI (DPF) 5DR HATCH 2010,63,84,110,128,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2949_2532_0_2532.jpg?itok=bFDEJ4vq
Hyundai,HYUNDAI I 40CW BLUE STYLE 1.7 CRDI 5DR ESTATE 2011,113,71,99,196,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3137_2721_0_2721.jpg?itok=LM8MUpkN
Hyundai,HYUNDAI I10 1.0 STYLE 5DR HATCH 2014,55,83,105,121,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3670_5102_0_5102.jpg?itok=SoR0Rb6y
Hyundai,HYUNDAI I10 CLASSIC 1.1 5DR HATCH 2008,54,87,101,114,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2537_2120_0_2120.jpg?itok=pZArESCV
Hyundai,HYUNDAI I10 STYLE 1.1 5DR HATCH 2011,54,87,101,114,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3081_2664_0_2664.jpg?itok=piNQ5ZRO
Hyundai,HYUNDAI I10 STYLE 1.2 5DR HATCHBACK 2009,54,87,101,114,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2538_2121_0_2121.jpg?itok=9MuCkN74
Hyundai,HYUNDAI I20 1.2 5DR HATCHBACK 2009,63,84,110,128,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2539_2122_0_2122.jpg?itok=AL6iXlrh
Hyundai,HYUNDAI I20 STYLE 1.6 CRD1 (DPF) 5DR HATCH 2010,63,84,110,128,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2922_2505_0_2505.jpg?itok=S_h4mHbR
Hyundai,HYUNDAI I20 TREND 1.2 63KW 5DR HATCH 2013,89,84,110,124,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3512_2910_0_2910.jpg?itok=kSaylxuj
Hyundai,HYUNDAI I30 1.6 CRDI BLUE STYLE 5DR HATCH 2010,78,75,104,144,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3024_2607_0_2607.jpg?itok=uuP3ejqT
Hyundai,HYUNDAI I30 BLUE TREND 1.6 CRDI 5DR HATCH 2012,78,72,103,148,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3311_2801_0_2801.jpg?itok=i-ayAcLf
Hyundai,HYUNDAI I30 COUPE DESIGN 1.4 73KW 3DR HATCH 2013,76,80,103,147,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3564_4946_0_4946.jpg?itok=y4tOg3PG
Hyundai,HYUNDAI I30 CW 1.6 CRDI 5DR ESTATE 2008,91,76,104,176,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2540_2123_0_2123.jpg?itok=oVDXXt3Y
Hyundai,HYUNDAI I30 CW COMFORT 1.6 5DR ESTATE 2008,91,76,104,176,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2541_2124_0_2124.jpg?itok=4ZWPAsYF
Hyundai,HYUNDAI I30 STYLE 1.6 99KW 135 PS 5DR HATCH 2013,78,72,103,148,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3526_4747_0_4747.jpg?itok=SnY8VNNq
Hyundai,HYUNDAI I40 PREMIUM 1.7 CRDI 100KW 5DR SALOON 2013,110,56,90,190,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3510_2908_0_2908.jpg?itok=zPocHuDM
Hyundai,HYUNDAI IX 20 1.4 CRDI 5DR HATCH 2010,74,76,107,144,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3030_2613_0_2613.jpg?itok=gm9ZAGTV
Hyundai,HYUNDAI IX35 1.7 CRDI TREND 2WD 5DR 4X4 2014,89,74,101,164,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3671_5085_0_5085.jpg?itok=VhAyDLtm
Hyundai,HYUNDAI IX35 PREMIUM 2.0 CRDI 4WD 5DR 4X4 2011,89,74,101,164,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3280_2769_0_2769.jpg?itok=vanDTcPe
Hyundai,HYUNDAI IX35 STYLE 4 WD 2.0 CRDI 5DR 4X4 2010,89,74,101,164,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2935_2518_0_2518.jpg?itok=Bbqf8iJ6
Hyundai,HYUNDAI IX55 3.0 V6 CRDI DPF 5DR 4X4 2009,34,84,120,110,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2542_2125_0_2125.jpg?itok=tTJC9TBU
Hyundai,HYUNDAI MATRIX CRTD GSI 1.5 5DR MPV,92,99,98,115,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2436_983_0_983.jpg?itok=xTvYbpUL
Hyundai,HYUNDAI SANTA FE 2.0 CRDI STYLE 5DR 4X4 2013,118,78,114,183,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3615_5013_0_5013.jpg?itok=XFpy5CVB
Hyundai,HYUNDAI SANTA FE 2.2 CRDI BLUE 4WD 5DR SALOON 2016,105,77,114,183,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3897_5399_0_5399.jpg?itok=Jg-Y99o2
Hyundai,HYUNDAI SANTA FE CRDT 4WD 2.0 5DR HATCH,105,82,115,185,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2543_2126_0_2126.jpg?itok=NMfHcp8V
Hyundai,HYUNDAI SANTA FE PREMIUM 4WD 2.2 CRDI 145KW 5DR 4X4 2012,105,77,114,183,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3496_2894_0_2894.jpg?itok=oKUWMWyn
Hyundai,HYUNDAI TRAJET GSI 2.0 5DR MPV,44,103,118,74,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2544_2127_0_2127.jpg?itok=UIhqzlli
