make,car_model,depth,height,width
Hyundai,I40 PREMIUM 1.7 CRDI 100KW 5DR SALOON 2013,110,56,90
Hyundai,IX 20 1.4 CRDI 5DR HATCH 2010,74,76,107
Hyundai,IX35 1.7 CRDI TREND 2WD 5DR 4X4 2014,89,74,101
Hyundai,IX35 PREMIUM 2.0 CRDI 4WD 5DR 4X4 2011,89,74,101
Hyundai,IX35 STYLE 4 WD 2.0 CRDI 5DR 4X4 2010,89,74,101
Hyundai,IX55 3.0 V6 CRDI DPF 5DR 4X4 2009,34,84,120
Hyundai,MATRIX CRTD GSI 1.5 5DR MPV,92,99,98
Hyundai,SANTA FE 2.0 CRDI STYLE 5DR 4X4 2013,118,78,114
Hyundai,SANTA FE 2.2 CRDI BLUE 4WD 5DR SALOON 2016,105,77,114
Hyundai,SANTA FE CRDT 4WD 2.0 5DR HATCH,105,82,115
Hyundai,SANTA FE PREMIUM 4WD 2.2 CRDI 145KW 5DR 4X4 2012,105,77,114
Hyundai,TRAJET GSI 2.0 5DR MPV,44,103,118
Hyundai,TUSCON CRTD GSI 2.0 5DR 4X4,76,80,101
Hyundai,VELOSTER 1.6 4DR COUPE 2011,78,81,10
Hyundai,VELOSTER PREMIUM 1.6 TURBO 137KW 186PS 4DR COUPE 2013,78,81,107
Jaguar,I-PACE 5DR SALOON 2018,103,66,105
Hyundai,I10 1.0 5DR HATCH 2020,46,81,102
Hyundai,I10 1.2 5DR HATCH 2017,55,83,105
Hyundai,I20 1.0 5DR HATCH 2018,63,70,105
Hyundai,I20 1.1 CRDI TREND 5DR HATCH 2015,64,79,102
Hyundai,I20 1.2 TREND 5DR HATCH 2015,64,79,102
Hyundai,I20 ACTIVE 1.0 T-GDI BLUE STYLE 5DR HATCH 2016,64,79,102
BMW,I3 (94 AH) 5DR HATCH 2016,70,65,97
BMW,I3 5DR HATCH 2019,70,65,97
Hyundai,I30 1.4 5DR HATCH 2017,77,75,91
Hyundai,I30 1.6 CRDI BLUE STYLE DCT 5DR HATCH 2016,78,72,103
Hyundai,I30 5DR ESTATE 2017,105,67,102
Hyundai,I30 COMBI 1.6 CRDI BLUE TREND 5DR ESTATE 2014,97,74,103
Hyundai,I30 FASTBACK 5DR HATCH 2018,93,63,102
Hyundai,I30 KOMBI 1.6 5DR ESTATE 2018,105,67,102
Hyundai,I30 KOMBI 1.6 5DR ESTATE 2019,105,67,102
Hyundai,I30 N 5DR HATCH 2019,74,75,91
BMW,I3S 5DR HATCH 2018,70,65,97
Hyundai,I40 COMBI 1.7 5DR ESTATE 2016,79,67,102
SEAT,IBIZA 1.0 5DR HATCH 2019,73,81,101
SEAT,IBIZA 1.0 ECOTSI START&STOP STYLE 5DR HATCH 2016,76,83,95
SEAT,IBIZA 1.0 ECOTSI STYLE 5DR HATCH 2018,73,81,101
Volkswagen,ID.3 PRO PERFORMANCE (58 KWH) 5DR HATCH 2020,79,74,100
Suzuki,IGNIS 1.2 5DR SALOON 2017,60,94,99
Suzuki,IGNIS 1.2 HYBRID 5DR SALOON 2020,113,73,110
Suzuki,IGNIS 5DR SALOON 2018,60,94,99
Subaru,IMPREZA 2.0I 5DR HATCH 2018,70,76,91
Subaru,IMPREZA 2.0IE 5DR HATCH 2021,80,70,106
Infiniti,FX 30D 5DR 4X4 2011,89,67,101
Infiniti,M GT PREMIUM 30D AUTOMATIC 4DR SALOON 2011,97,49,71
Infiniti,M35H HYBRID V6 3.5 HYBRID 5DR SALOON 2011,67,51,97
Infiniti,Q50S HYBRID 4DR SALOON 2014,69,51,79
Vauxhall,INSIGNIA 2.0 CDTI ECOFLEX START&STOP EDITION 5DR HATCH 2015,100,77,103
Vauxhall,INSIGNIA GRAND 5DR HATCH 2017,109,72,99
Vauxhall,INSIGNIA SPORTS TOURER 1.5 5DR ESTATE 2018,117,70,101
Vauxhall,INSIGNIA SPORTS TOURER 1.6 5DR ESTATE 2017,117,70,101
Vauxhall,INSIGNIA SPORTS TOURER 2.0 5DR ESTATE 2019,117,70,101
Vauxhall,INSIGNIA SPORTS TOURER 5DR ESTATE 2021,117,71,101
Hyundai,IONIQ 5DR HATCH 2017,90,65,100
Hyundai,IONIQ ELEKTRO 5DR HATCH 2020,90,66,99
Hyundai,IONIQ HYBRID 5DR HATCH 2019,94,75,99
Hyundai,IONIQ HYBRID PREMIUM 5DR HATCH 2016,94,76,97
Hyundai,IONIQ PLUGIN-HYBRID 5DR HATCH 2020,90,66,97
Hyundai,IX20 1.6 CRDI BLUE TREND 5DR MPV 2016,74,92,107
Jaguar,F-TYPE COUPE QUICKSHIFT 3DR COUPE 2014,84,51,57
Jaguar,X400 XTYPE SPORT 2.2 4DR SALOON,106,46,113
Jaguar,XF 2.2 4DR SALOON 2011,111,49,80
Jaguar,XF EDITION AUTOMATIK 3.0 V6 DIESEL 4DR SALOON 2010,111,49,80
Jaguar,XF PREMIUM LUXURY 2.7 V6 DIESEL 4DR SALOON 2008,111,49,80
Jaguar,XF SPORTBRAKE 2.2 DIESEL 147KW 200 PS 5DR ESTATE 2013,110,67,104
Jaguar,XJ LUXURY 3.0 V6 DIESEL 4DR SALOON 2010,105,46,72
Jaguar,XTYPE SE 2.0 5DR ESTATE,106,68,112
Honda,JAZZ 1.3 I-VTEC ELEGANCE 5DR HATCH 2015,70,88,101
Honda,JAZZ 1.5 I-MMD 5DR HATCH 2020,65,84,99
Honda,JAZZ 5DR HATCH 2018,70,88,101
Jeep,CHEROKEE 2.0 MULTIJET LONGITUDE 5DR 4X4 2014,84,72,100
Jeep,GRAND CHEROKEE 3.0 V6 MULTIJET SUMMIT 5DR 4X4 2014,98,78,106
Jeep,GRAND CHEROKEE OVERLAND 3.6 V6 5DR 4X4 2011,97,77,105
Jeep,WRANGLER UNLIMITED RUBICON 2.8 CRD 5DR 4X4 2011,94,99,90
Suzuki,JIMNY 3DR 4X4 2018,22,76,102
Nissan,JUKE 1.0 TEKNA 5DR SALOON 2020,96,76,110
Citroen,JUMPER COMBI 30 E-HDI 150 L1H1 SHINE 4DR MPV 2015,59,152,132
Ford,KA+ 1.2 5DR HATCH 2017,60,87,99
Ford,KA+ 1.25DR HATCH 2018,60,86,98
Renault,KADJAR 5DR SALOON 2019,88,78,105
Renault,KADJAR ENERGY DCI 130 BOSE EDITION 5DR SALOON 2015,86,78,105
Renault,KADJAR ENERGY TCE 130 BOSE EDITION 5DR SALOON 2016,86,78,105
Renault,KADJAR ENERGY TCE 165 BOSE EDITION 5DR SALOON 2018,88,78,105
Skoda,KAMIQ 1.0 5DR SALOON 2020,73,81,99
Skoda,KAROQ 1.5 TSI 5DR SALOON 2017,80,91,100
Skoda,KAROQ 4X4 DSG 5DR SALOON 2019,86,82,100
KIA,CARENS 1.7 CRDI 100KW 5DR MPV 2013,100,78,108
KIA,CARENS CRDI LE 2.0 5DR MPV,93,79,94
KIA,CARENS LS 2.0 5DR MPV,26,80,135
KIA,CARENS SPIRIT (7-SEAT) 1.7 CRDI 100KW 136PS 5DR MPV 2013,34,78,102
KIA,CEED 1.6 GDI 99 KW 5DR HATCH 2012,76,73,103
KIA,CEED ISG SPIRIT 1.6 DRDI 115 5DR HATCH 2009,78,77,101
KIA,CEED LS 1.6 5DR HATCH,80,82,104
KIA,CEED SPORTY WAGON ISG EDITION 7 1.6 CRDI 128 5DR ESTATE 2012,97,76,103
KIA,CERATO LX 1.6 5DR HATCH,76,74,94
KIA,E-SOUL 5DR SALOON 2019,65,92,105
KIA,MAGENTIS EX 2 4DR SALOON 2009,108,53,92
KIA,OPTIMA 1.7 CRDI 100 KW 4DR SALOON 2012,111,55,87
KIA,OPTIMA 1.7 CRDI SPIRIT 4DR SALOON 2014,111,55,87
KIA,OPTIMA 2.0 HYBRID 110KW 4DR SALOON 2012,71,55,102
KIA,PICANTO 1.0 LPG SPIRIT 5DR HATCH 2014,49,73,99
KIA,PICANTO LPG 1.0 5DR HATCH 2011,49,78,99
KIA,PICANTO LX 1.1 5DR HATCH,44,78,95
KIA,PICANTO VISION 1.0 5DR HATCH 2011,50,84,99
KIA,PRO CEED 2.0 CRDI 3DR HATCH,79,73,102
KIA,PRO CEED SPIRIT 1.6 CRDI 128 ISG 3DR HATCH 2011,79,73,102
KIA,PRO CEED SPIRIT 1.6 GDI ISG 99KW 135 PS 3DR HATCH 2013,77,68,104
KIA,RIO CRDI LX 1.5 5DR HATCH,68,84,99
KIA,RIO SPIRIT 1.2 ISG 5DR HATCH 2011,68,71,106
KIA,RIO SPIRIT 1.4 ISG 5DR HATCH 2011,68,71,106
KIA,SEDONA CRDI LI 2.9 5DR MPV,46,104,108
KIA,SEDONA LS 2.9 5DR MPV,24,105,125
KIA,SORENTO 2.2 CRDI 5DR 4X4 2010,107,78,113
KIA,SORENTO SPIRIT AWD 2.2 CRDI 145KW 5DR 4X4 2013,104,78,112
KIA,SORENTO XS CDRI 2.5 5DR ESTATE 4X4,88,81,111
KIA,SOUL 1.6 5DR MPV 2009,61,75,117
KIA,SOUL 1.6 CRDI SPIRIT 5DR 4X4 2014,65,81,101
KIA,SOUL 1.6CRDI 94KW 5DR MPV 2012,61,75,117
KIA,SPORTAGE 1.6 5DR 4X4 2011,88,70,101
KIA,SPORTAGE 1.6 GDI VISION 2WD 5DR 4X4 2014,88,69,101
KIA,SPORTAGE 2.0 CRDI SPIRIT AWD 5DR 4X4 2014,88,69,101
KIA,SPORTAGE EX 2.0 CRDI 5DR 4X4 2009,108,53,92
KIA,SPORTAGE VISION 2WD 2.0 CRDI 5DR 4X4 2010,88,70,101
KIA,SPORTAGE XS 2.0 5DR ESTATE 4X4,74,82,100
KIA,VENGA SPIRIT 1.6 CRDI ISG 5DR MPV 2010,72,76,107
KIA,VENGA SPIRIT 1.6 ISG 5DR MPV 2010,72,76,107
Skoda,KODIAQ 5DR SALOON 2017,47,83,100
Skoda,KODIAQ 5DR SALOON 2019,112,72,100
Renault,KOLEOS 5DR SALOON 2017,94,76,105
Hyundai,KONA 1.0 T-GDI STYLE 5DR SALOON 2018,72,70,101
Hyundai,KONA 1.6 5DR SALOON 2020,72,70,101
Hyundai,KONA ELEKTRO (64 KWH) 5DR SALOON 2018,72,70,101
Hyundai,KONA ELEKTRO 5DR SALOON 2018,72,70,101
SsangYong,KORANDO 1.6 5DR SALOON 2020,77,87,104
SsangYong,KORANDO 2.2 5DR SALOON 2016,118,74,108
Ford,KUGA 2.0 VIGNAL 5DR SALOON 2017,84,83,103
Lada,KALINA 1117 1.4 16V 5DR ESTATE 2011,84,90,93
Lada,KALINA 1119 1.4 16V 5DR HATCH 2008,70,87,93
Lada,NIVA EXCLUSIV 1.7I 3DR 4X4 2011,54,87,104
Lada,PRIORA 1.6 16V 5DR ESTATE 2011,102,85,90
Lada,PRIORA 2172 1.6 16V LPG 5DR HATCHBACK 2009,84,74,91
Renault,LAGUNA GRANDTOUR ENERGY DCI 150 START STOP BOSE EDITION 5DR ESTATE 2014,112,70,100
Lancia,DELTA ORO 1.6 JTD 16V MULTIJET 5DR HATCH 2008,85,82,98
Lancia,DELTA ORO 2.0 JTD 16V MULTIJET 5DR HATCHBACK 2009,85,82,98
Lancia,MUSA 1.3 MULTIJET 16V 5DR MPV 2009,67,97,108
Land Rover,DEFENDER XS 2.4 5DR 4X4,120,108,89
Land Rover,DISCOVERY 3.0 TDV6 SE 5DR ESTATE 2010,33,94,115
Land Rover,FREELANDER 2 HSE TD 4 2.2 5DR 4X4,86,79,100
Land Rover,FREELANDER SE AUTOMATIK TD4 5DR 4X4 2008,86,79,100
Land Rover,FREELANDER TD4 FREESTYLE 2.0 5DR ESTATE,70,94,99
Land Rover,FREELANDER TD4_EE 5DR 4X4 2010,86,79,100
Land Rover,RANGE ROVER SPORT 3.0 SDV6 SE AUTOMATIC 5DR 4X4 2012,97,81,96
Land Rover,RANGE ROVER SPORT HSE TDV8 HS 3.6 5DR 4X4,97,81,112
Land Rover,RANGE ROVER VOGUE 4.4 TDV8 250KW 339PS 5DR 4X4 2013,107,82,112
Land Rover,RANGE ROVER VOGUE 4.4 TDV8 5DR 4X4 2011,107,91,104
Land Rover,TDV6 XS 2.7 5DR 4X4,22,95,111
Nissan,LEAF (62 KWH) 5DR HATCH 2020,79,91,96
Nissan,LEAF 5DR HATCH 2018,79,91,96
Nissan,LEAF ACENTA 5DR HATCH 2016,84,76,97
SEAT,LEON 1.4 TGI START STOP I-TECH 5DR HATCH 2015,77,69,99
SEAT,LEON 1.4 TSI 5DR HATCH 2017,62,77,100
SEAT,LEON 5DR HATCH 2019,83,79,81
SEAT,LEON SPORTSTOURER 1.5 ESTATE 2020,103,78,100
SEAT,LEON ST 1.8 TSI START&STOP FR DSG (7-GANG) 5DR ESTATE 2018,104,77,100
SEAT,LEON ST CUPRA R 5DR ESTATE 2019,104,77,100
SEAT,LEON X-PERIENCE 2.0 TDI START STOP 4DRIVE 5DR ESTATE 2015,103,76,100
Subaru,LEVORG 1.6 TURBO SPORT LINEARTRONIC 5DR ESTATE 2016,105,70,108
Subaru,LEVORG 2.0I 5DR ESTATE 2019,105,70,108
Lexus,CT 200H EXECUTIVE AUTOMATIC 5DR HATCH 2014,80,60,97
Lexus,CT EXECUTIVE CT 200H AUTOMATIK 5DR HATCH 2011,80,60,97
Lexus,GS 300H EXECUTIVE 4DR SALOON 2014,84,50,84
Lexus,GS 450H 3.5 V6T HYBRID 4DR SALOON 2012,84,50,84
Lexus,GS 460 LUXURY 4DR SALOON,101,49,77
Lexus,IS 250 C 2.5 V6 2DR CONVERTIBLE 2009,83,53,74
Lexus,LS 600H HYBRID AWD 4DR SALOON 2013,74,51,83
Lexus,LS600HL HYBRID 4DR SALOON 2009,66,51,101
Lexus,RX 450H EXECUTIVE HYBRID 3.5 183 5DR 4X4 2012,92,74,113
Lexus,RX IMPRESSION AUTOMATIK RX 450H 5DR 4X4 2009,99,74,113
Dacia,LOGAN 5DR ESTATE 2017,110,80,100
BMW,M240I COUPE 2DR 2017,91,47,94
BMW,M5 XDRIVE 4DR SALOON 2019,114,52,86
Porsche,MACAN 5DR SALOON 2019,96,73,104
Mazda,2 1.4 MZ CD 5DR HATCH 2008,63,86,96
Mazda,2 ACTIVE 1.3 5DR HATCH 2010,63,86,97
Mazda,2 ANTARES DIESEL 1.4 5DR HATCH,64,94,99
Mazda,2 INDEPENDENCE 1.6 CD 5DR HATCHBACK 2009,63,86,96
Mazda,2 SKYACTIV-D 105 SPORTS-LINE 5DR HATCH 2016,67,85,100
Mazda,2 SPORT INDEPENDENCE 1.3 3DR HATCH 2008,64,87,100
Mazda,2 SPORTS LINE 1.6 CD 5DR HATCH 2011,63,86,97
Mazda,3 2.2 CD EDITION (DPF) 5DR HATCH 2011,87,81,103
Mazda,3 EDITON 1.6 5DR HATCH 2012,87,81,103
Mazda,3 EXLUSIVE-LINE 1.6 CD 5DR HATCH 2011,84,73,104
Mazda,3 GRAND TS 1.6 4DR SALOON,96,56,105
Mazda,3 HIGH LINE 1.6 CD 5DR HATCHBACK 2009,84,73,104
Mazda,3 MPS 2.3 191 KW 5DR HATCH 2012,84,72,101
Mazda,3 SKYACTIV-G 120 CENTER-LINE 4DR SALOON 2014,101,50,103
Mazda,3 SKYACTIV-G 120 CENTER-LINE 5DR HATCH 2014,88,73,102
Mazda,3 SPORT ACTIVE 1.6 MZR 5DR HATCH 2008,77,81,103
Mazda,3 SPORTS LINE 2.0 DISI I STOP 5DR HATCH 2009,84,73,104
Mazda,3 SPORTS LINE SKYACTIV D 150 110KW 5DR HATCH 2013,88,73,102
Mazda,3 TS2 DIESEL 1.6 5DR HATCH,84,75,104
Mazda,5 CENTER-LINE 1.8 MZR 5DR MPV 2010,36,82,103
Mazda,5 SPORTS-LINE 1.6 CD 5DR MPV 2011,36,82,103
Mazda,5 SPORTS-LINE 2.0 DISI I-STOP 5DR MPV 2010,36,82,103
Mazda,5 TOP 2.0 CD DPF 5DR MPV,36,86,103
Mazda,5 TS2 1.8 5DR MPV,36,86,103
Mazda,6 2.0 CD 5DR ESTATE 2008,109,74,103
Mazda,6 2.0 SKYACTIV-G CENTER-LINE 2.0 4DR SALOON 2013,117,54,100
Mazda,6 2.2 SKYACTIV-D 150 I-ELOOP CENTER-LINE 4DR SALOON 2014,117,54,100
Mazda,6 KOMBI 2.0 CD 5DR ESTATE 2008,109,74,103
Mazda,6 MZR 1.8 EXCLUSIVE 5DR ESTATE 2008,109,74,103
Mazda,6 SKYACTIVE-D 2.2 110 KW 5DR ESTATE 2013,109,60,101
Mazda,6 SPORT KOMBI DYNAMIC 2.2L 5DR ESTATE 2009,109,74,103
Mazda,6 SPORT KOMBI EXCLUSIVE 2.2L CD 5DR ESTATE 2009,109,74,103
Mazda,6 TS2 2.0 4DR SALOON,107,53,109
Mazda,6 TS2 2.0 5DR ESTATE,108,77,106
Mazda,6 TS2 2.0 5DR HATCH,106,74,107
Mazda,CX 7 HIGH-LINE 2.2 CD 5DR ESTATE 2010,100,76,104
Mazda,CX-5 2.0 SKYACTIV 5DR 4X4 2012,89,82,105
Mazda,CX-5 2.2 SKYACTIVE-D 110 KW 5DR 4X4 2012,89,82,105
Mazda,6 SPORT ACTIVE 1.8 MRZ 5DR HATCH 2010,105,73,103
Mazda,MX 5 ARCTIC 1.8 2DR COUPE,61,29,136
Mazda,MX5 1.8 2DR CONVERTIBLE 2010,55,42,100
Mazda,MX5 1.8 2DR COUPE,56,42,99
Renault,MÉGANE 5DR HATCH 2016,79,76,101
Renault,MÉGANE GRANDTOUR ENERGY TCE 130 INTENS 5DR ESTATE 2017,102,74,101
Renault,MEGANE GRANDTOUR TCE 5DR ESTATE 2019,102,74,101
Renault,MEGANE R.S. 5DR HATCH 2019,76,70,106
Renault,MEGANE TCE 5DR HATCH 2019,79,76,101
Mercedes Benz,A BLUE EFFICIENCY 170 CDI 3DR HATCH 2008,70,81,101
Mercedes Benz,A150 AVANTGARDE 1.5 3DR HATCH,64,90,101
Mercedes Benz,A180 BLUE EFFICIENCY AMG SPORT 180 1.6 90KW 5DR HATCH 2012,70,70,103
Mercedes Benz,A180 BLUE EFFICIENCY URBAN 180 1.6 90KW 5DR HATCH 2013,70,70,103
Mercedes Benz,A180 URBAN CDI BLUEEFFICIENCY 5DR HATCH 2012,70,70,103
Mercedes Benz,A200 CDI AVANTGARDE 2.0 5DR HATCH,70,81,101
Mercedes Benz,B 170 NGT 2.0 5DR MPV 2008,88,80,101
Mercedes Benz,B 180 2.0 CDI 5DR MPV 2008,81,90,101
Mercedes Benz,B 200 NATURAL GAS DRIVE 5DR MPV 2014,84,79,104
Mercedes Benz,B180 BLUEEFFICIENCY 7G-DCT 1.8 CDI 5DR MPV 2012,83,75,104
Mercedes Benz,B200 SE 2.0 5DR HATCH,80,90,101
Mercedes Benz,C 220 BLUETEC AVANTGARDE 4DR SALOON 2014,100,45,95
Mercedes Benz,C CLASS C180K CLASSIC 1.8 4DR SALOON,99,47,86
Mercedes Benz,C180 AVANTGARDE 4DR SALOON 2014,100,45,95
Mercedes Benz,C180 CGI BLUE EFFICIENCY AVANTGARDE 4DR SALOON 2010,102,47,96
Mercedes Benz,C180 COUPE C180 CGI 2DR COUPE 2011,100,46,80
Mercedes Benz,C180T ELEGANCE 5DR ESTATE,102,70,94
Mercedes Benz,C200 CDI 5DR ESTATE 2011,102,78,94
Mercedes Benz,C200T AVANTGARDE CDI BLUEEFFICIENCY 5DR ESTATE 2011,102,78,94
Mercedes Benz,C220 2.2 4DR SALOON 2011,100,47,96
Mercedes Benz,C220 BLUETEC 5DR ESTATE 1900,99,71,94
Mercedes Benz,C220 CDI BLUEEFFICIENCY 125KW 5DR ESTATE 2012,102,70,94
Mercedes Benz,C350 3.5 4DR SALOON 2011,100,47,96
Mercedes Benz,CITAN 109 LONG CDI 66KW 90PS 5DR ESTATE 2013,92,111,115
Mercedes Benz,CLA URBAN 180 1.6 90KW 122 PS 4DR COUPE 2013,90,47,105
Mercedes Benz,CLC 220 CDI 3DR COUPE 2008,80,69,88
Mercedes Benz,CLS 7G-TRONIC 350 CDI BLUE EFFICIENCY 5DR SALOON 2010,115,45,99
Mercedes Benz,CLS BLUE EFFICIENCY 7G-TRONIC 350 4DR COUPE 2011,115,45,99
Mercedes Benz,CLS BLUE EFFICIENCY SHOOTING BRAKE 250CDI 5DR ESTATE 2012,114,65,108
Mercedes Benz,E 200 NATURAL GAS DRIVE AVANTGARDE 7G-TRONIC PLUS 4DR SALOON 2014,77,46,91
Mercedes Benz,E 220 CABRIOLET ELEGANCE 220 CDI BLUE EFFICIENCY 2DR CONVERTIBLE 2010,92,37,59
Mercedes Benz,E 220 CDI ELEGANCE 220 CDI 4DR SALOON 2009,114,44,99
Mercedes Benz,E 400 CABRIOLET 7G-TRONIC PLUS 2DR CONVERTIBLE 2014,92,41,59
Mercedes Benz,E CLASS T ELEGANCE 7G-TRONIC PLUS 5DR ESTATE 2014,116,84,110
Mercedes Benz,E COUPE 500 5.5 V8 2DR COUPE 2010,99,46,95
Mercedes Benz,E200 CDI T-MODELL ELEGANCE 5DR ESTATE 2010,116,76,110
Mercedes Benz,E220 7 220 CDI BLUEEFFICIENCY 5DR ESTATE 2011,116,76,110
Mercedes Benz,E220T CDI BLUEEFFICIENCY 5DR ESTATE 2011,116,76,110
Mercedes Benz,E250 AVANTGARDE 7G-TRONIC PLUS 2.0 155KW 211PS 4DR SALOON 2013,114,46,100
Mercedes Benz,E250 CDI 4DR SALOON 2010,114,44,99
Mercedes Benz,E250 COUPE 3DR COUPE 2014,99,46,95
Mercedes Benz,E300 BLUETEC AVANTGARDE 300 HYBRID 4DR SALOON 2012,114,44,99
Mercedes Benz,GL 350 CDI 190KW 5DR 4X4 2013,49,79,103
Mercedes Benz,GLA 200 STYLE 5DR 4X4 2014,80,71,104
Mercedes Benz,GLK 320 CDI 4MATIC 320 CDI V6 5DR 4X4 2009,87,79,95
Mercedes Benz,GLK 350 4MATIC 3.5 V6 5DR 4X4 2008,87,79,95
Mercedes Benz,ML 250 BLUETEC 2.2L DIESEL 5DR 4X4 2011,101,83,103
Mercedes Benz,R LWB 350 CDI 4MATIC 5DR MPV 2010,45,76,112
Mercedes Benz,S250 CDI 4DR SALOON 2011,100,47,99
Mercedes Benz,S300 BLUETEC HYBRID 7G-TRONIC PLUS 4DR SALOON 2014,93,49,88
Mercedes Benz,S350 BLUE EFFICIENCY 3.5 CDI 4DR SALOON 2009,100,47,99
Mercedes Benz,S350 BLUE EFFICIENCY AVANGARDE 3.5 CDI 4DR SALOON 2009,114,44,99
Mercedes Benz,S350 BLUE TEC 350 CDI 4DR SALOON 2010,100,47,99
Mercedes Benz,S350 BLUETEC 7G-TRONIC PLUS 3.0 190KW 4DR SALOON 2013,114,49,83
Mercedes Benz,SL 350 2DR CONVERTIBLE 2008,57,45,96
Mercedes Benz,SL 350 3.5 225 KW 2DR CONVERTIBLE 2012,62,46,55
Mercedes Benz,SLK 200 BLUE EFFICIENCY 2DR CONVERTIBLE 2011,60,56,93
Mercedes Benz,SLK 280 2DR CONVERTIBLE 2008,56,49,95
Mercedes Benz,SLK 55AMG SPEEDSHIFT PLUS 2DR CONVERTIBLE 2012,60,56,93
Mercedes Benz,SLS AMG SPEEDSHIFT DCT 6.3 V-MOTOR 2DR COUPE 2010,53,33,118
Mercedes Benz,VIANO 2.2 CDI BLUE EFFICIENCY 4DR MPV 2010,64,121,119
Mercedes Benz,VIANO AMBIENTE LWB CDI 2.2 5DR MPV,47,122,118
Mercedes Benz,VIANO LANG 2.2 CDI 120KW 4DR MPV 2013,64,121,119
Mercedes Benz,VIANO TREND COMPACT 2.0 CDI 4DR MPV,53,122,118
Nissan,MICRA 0.9 5DR HATCH 2017,71,80,99
Nissan,MICRA DIG-T 5DR HATCH 2019,71,80,99
SEAT,MII ELECTRIC PLUS 5DR HATCH 2020,60,85,91
MINI,COOPER 1.6 3DR HATCH,36,81,91
MINI,COOPER 1.6 DIESEL 3DR HATCH 2010,37,81,92
MINI,COOPER 1.6I 3DR HATCH,36,81,93
MINI,COOPER 3DR HATCH 2014,45,70,80
MINI,COOPER D CLUBMAN 1.6 5DR ESTATE,55,62,87
MINI,COOPER D CLUBMAN STEPTRONIC 5DR ESTATE 2016,72,67,101
MINI,COOPER D COUNTRYMAN 1.6 D82KW 5DR 4X4 2010,60,72,106
MINI,COOPER S CABRIO 1.6 2DR CONVERTIBLE 2009,43,46,73
MINI,COOPER S COUNTRYMAN ALL4 1.6 5DR 4X4 2011,60,72,106
MINI,COOPER S COUNTRYMAN ALL4 5DR 4X4 2014,73,73,100
MINI,COOPER S PACEMAN 1.6 135KW 184 PS 3DR 4X4 2013,69,71,106
MINI,COOPER S ROADSTER 1.6 135KW 2DR CONVERTIBLE 2012,71,47,92
MINI,COOPER SD 2.0 3DR HATCH 2011,37,81,92
MINI,COOPER SD COUPE 2.0 D 3DR COUPE 2011,68,45,91
MINI,COUNTRYMAN SD 2.0 D 5DR 4X4 2012,60,73,100
MINI,ONE CABRIO 1.6 2DR CONVERTIBLE 2011,43,46,73
MINI,ONE CONVERTIBLE 1.6 3DR HATCH,36,66,79
MINI,ONE D 3DR HATCH 2014,45,70,80
Toyota,MIRAI4DR SALOON 2017,53,55,110
Mitsubishi,ASX CLEARTEC INTENSE 2WD 1.6 5DR 4X4 2011,82,74,100
Mitsubishi,ASX INSTYLE 4WD 1.8 DI-D+ 5DR 4X4 2010,82,74,100
Mitsubishi,ASX INSTYLE 4WD 2.2 DI-D 5DR 4X4 2013,82,74,100
Mitsubishi,C 1.1 3DR HATCH,46,86,98
Mitsubishi,COLT CZ1 1.1 3DR HATCH,45,87,98
Mitsubishi,COLT DID EQUIPE 1.5 3DR HATCH,63,86,98
Mitsubishi,COLT EQUIPE 1.3 5DR HATCH,59,87,98
Mitsubishi,COLT INTENSE 1.3 5DR HATCHBACK 2009,54,77,98
Mitsubishi,COLT INTENSE 1.3 LPG 5DR HATCHBACK 2009,54,77,98
Mitsubishi,COLT INVITE 1.3 CLEARTEC 5DR HATCHBACK 2009,54,77,98
Mitsubishi,GRANDIS ELEGANCE 2.0 5DR MPV,43,109,107
Mitsubishi,I-MIEV ELECTRIC 49KW 67PS 5DR HATCH 2013,57,71,92
Mitsubishi,I-MIEV ELECTRIC 5DR HATCH 2011,55,71,92
Mitsubishi,LANCER 1.8 MPI 4DR SALOON,94,53,93
Mitsubishi,LANCER EQUIPPE 1.6 5DR ESTATE,88,71,169
Mitsubishi,LANCER SPORT BACK EDITION 1.8 DI-D+ CLEAR TEC 5DR HATCH 2011,86,70,97
Mitsubishi,LANCER SPORTBACK EDITION 1.6 CLEARTEC 5DR HATCH 2011,86,70,97
Mitsubishi,LANCER SPORTBACK INSTYLE 1.8 5DR HATCH 2008,86,70,97
Mitsubishi,OUTLANDER 2.2 DI-D CLEARTEC INSTYLE 4WD 5DR 4X4 2014,35,81,100
Mitsubishi,OUTLANDER CLEARTEC INSTYLE 4WD 2.2 DI-D 110 5DR 4X4 2012,35,81,100
Mitsubishi,OUTLANDER INVITE 4WD 2.2 DI-D 5DR 4X4 2012,97,95,93
Mitsubishi,OUTLANDER PHEV TOP 4WD 5DR 4X4 2014,99,79,100
Mitsubishi,PAJERO 3.2DI D 5DR 4X4 2008,24,101,102
Mitsubishi,PAJERO INTENSE 3.2 DI D AUTOMATIK (DPF) 5DR 4X4 2008,24,101,102
Mitsubishi,SPACE STAR 1.0 5DR HATCH 2013,59,88,99
Tesla,MODEL 3 5DR HATCH 2019,106,51,94
Tesla,MODEL 3 STANDARD RANGE 5DR HATCH 2019,106,51,94
Tesla,MODEL S 5DR COUPE 2017,113,72,97
Tesla,MODEL X 5DR SALOON 2018,44,68,111
