make,car_model,depth,height,width
Volkswagen,SHARAN DSG 5DR MPV 2019,47,112,108
Skoda,CITIGO AMBITION 1.0 55 KW 5DR HATCH 2012,63,91,82
Skoda,CITIGO GREEN TEC ELEGANCE 1.0 CNG 50KW 68 PS 5DR HATCH 2013,59,85,97
Skoda,FABIA AMBIENTE 1.2 5DR HATCH 2011,71,89,95
Skoda,FABIA COMBI AMBIENTE 1.4 TDI 5DR ESTATE,95,89,95
Skoda,FABIA ELEGANCE 1.2 TSI 5DR HATCH 2010,71,89,95
Skoda,FABIA ELEGANCE 1.6 TDI 5DR ESTATE 2010,95,89,95
Skoda,FABIA ESTATE ELEGANCE 1.2 TSI 5DR ESTATE 2012,95,89,95
Skoda,FABIA HPI CLASSIC 1.2 5DR HATCH,70,84,96
Skoda,FABIA KOMBI ELEGANCE 1.4 16V 5DR ESTATE 2008,95,89,95
Skoda,FABIA MPI CLASSIC 1.4 5DR ESTATE,97,82,95
Skoda,OCTAVIA ELEGANCE 1.2 TSI 5DR ESTATE 2012,100,73,100
Skoda,OCTAVIA ELEGANCE 1.2 TSI GREEN TEC 5DR HATCH 2013,110,83,101
Skoda,OCTAVIA ELEGANCE 1.4 TSI 5DR ESTATE 2009,100,73,100
Skoda,OCTAVIA ELEGANCE 1.4 TSI GREEN TEC 103KW 140 PS 5DR ESTATE 2013,104,85,101
Skoda,OCTAVIA ELEGANCE 1.6 TDI (DPF) 5DR HATCH 2010,106,85,100
Skoda,OCTAVIA ELEGANCE DSG 2.0 TDI 5DR ESTATE 2011,100,73,100
Skoda,OCTAVIA GREEN TEC 1.6 TDI 77KW 105PS 5DR HATCH 2013,110,84,100
Skoda,OCTAVIA GREENTEC ELEGANCE 1.8 TSI 5DR HATCH 2013,110,83,101
Skoda,OCTAVIA RS 2.0 TDI 5DR ESTATE 2011,100,73,100
Skoda,OCTAVIA RS 2.0 TDI135KW 184PS 5DR ESTATE 2013,104,85,101
Skoda,OCTAVIA SCOUT 2.0 TDI 5DR 4X4 2008,106,74,100
Skoda,OCTAVIA TDI CLASSIC 1.9 5DR HATCH,106,84,99
Skoda,OCTAVIA TDI ELEGANCE 1.9 5DR ESTATE,105,73,100
Skoda,RAPID ELEGANCE 1.2 TSI 77KW 5DR SALOON 2012,106,84,100
Skoda,RAPID SPACEBACK 1.2 TSI ELEGANCE 5DR HATCH 2013,83,84,100
Skoda,ROOMSTER 1.2 TSI GREEN TEC ELEGANCE 5DR MPV 2014,90,92,101
Skoda,ROOMSTER 1.4 5DR MPV,80,100,100
Skoda,ROOMSTER 1.6 16V 5DR MPV 2008,80,100,100
Skoda,ROOMSTER COMFORT 1.2 TSI 5DR MPV 2010,80,100,100
Skoda,ROOMSTER COMFORT 1.6 TDI 5DR MPV 2010,80,100,100
Skoda,SUPERB 1.6 TDI GREENLINE 5DR ESTATE 2010,105,81,101
Skoda,SUPERB 2.0 TDI 5DR SALOON 2008,108,69,100
Skoda,SUPERB ELEGANCE 1.8 TSI DSG 5DR ESTATE 2010,113,74,101
Skoda,SUPERB ELEGANCE 2.0 TDI DSG 5DR ESTATE 2010,113,74,101
Skoda,YETI AMBITION 1.2 TSI 5DR 4X4 2010,76,99,100
Skoda,YETI AMBITION 2.0 TDI 5DR 4X4 2009,76,99,100
Skoda,YETI GREEN TEC AMBITION 1.4 TSI 5DR 4X4 2012,76,99,93
Skoda,YETI OUTDOOR 2.0 TDI L K 4X4 DSG 5DR 4X4 2014,76,99,93
Mercedes Benz,SLC 200 2DR COUPE 2016,60,50,93
Smart,FORTWO CABRIO ELECTRIC DRIVE 30KW E-MOTOR 2DR CONVERTIBLE 2010,62,64,99
Smart,FORTWO COUPE ELECTRIC DRIVE 55KW 75 PS 3DR HATCH 2013,44,70,99
Smart,FORTWO COUPE PULSE 1.0MHD 3DR HATCH,62,70,90
Smart,FORTWO PASSION 0.7 3DR HATCH,47,70,96
Smart,FORTWO PURE 0.8CDI 3DR COUPE 2009,62,70,90
KIA,SORENTO 2.2 5DR SALOON 2018,45,77,105
KIA,SORENTO 2.2 CRDI SPIRIT AWD 5DR SALOON 2016,119,77,107
KIA,SOUL EV5DR SALOON 2015,65,77,103
Mitsubishi,SPACE STAR 5DR HATCH 2016,51,77,63
KIA,SPORTAGE 1.6 T-GDI GT-LINE AWD DCT7 5DR SALOON 2016,87,80,103
KIA,SPORTAGE 2.0 5DR SALOON 2018,87,80,103
KIA,SPORTAGE 2.0 CRDI5DR SALOON 2017,87,80,103
Audi,SQ7 TDI QUATTRO 5DR SALOON 2016,66,87,100
SsangYong,KORANDO QUARTZ 2WD E-XDI 200 5DR 4X4 2011,81,78,92
SsangYong,KYRON SE 2.0 5DR MPV,101,84,105
SsangYong,REXTON 270SX 2.7 5DR 4X4,107,90,106
SsangYong,REXTON S XDI 5DR 4X4,35,74,108
SsangYong,RODIUS 270SE 2.7 5DR MPV,55,100,106
SsangYong,TIVOLI 1.6 E-XDI 160 2WD 5DR SALOON 2016,70,89,106
Alfa Romeo,STELVIO 2.2 5DR SALOON 2017,100,72,92
Alfa Romeo,STELVIO 2.2 5DR SALOON 2019,100,72,92
KIA,STINGER 2.2 5DR HATCH 2019,105,62,89
KIA,STINGER 3.3 T-GDI V6 GT AWD AUTOMATIK 5DR HATCH 2018,105,62,89
KIA,STONIC 1.0 T-GDI SPIRIT 5DR SALOON 2017,68,78,104
Subaru,FORESTER 2.0 X 5DR 4X4 2008,91,80,102
Subaru,FORESTER 2.0D PLATINUM 5DR 4X4 2014,86,81,107
Subaru,IMPREZA 1.5RF COMFORT ACTIVE 1.5 5DR HATCHBACK 2009,80,67,106
Subaru,IMPREZA 1.6I COMFORT 5DR HATCH 2014,81,76,91
Subaru,IMPREZA 2.0R COMFORT 5DR HATCH,80,67,106
Subaru,LEGACY 2.0D 4DR SALOON 2009,103,50,88
Subaru,LEGACY KOMBI COMFORT 2.0 D 5DR ESTATE 2008,106,72,104
Subaru,OUTBACK ECOMATIC COMFORT LINEARTRONIC 2.5I 5DR ESTATE 2010,104,75,108
Subaru,TREZIA 1.4 D (DPF) 5DR MPV 2011,66,95,100
Subaru,XV EXCLUSIVE 2.0 D 5DR 4X4 2012,82,76,106
Skoda,SUPERB 1.4 TSI GREEN TEC ELEGANCE 5DR SALOON 2014,107,80,100
Skoda,SUPERB 2.0 TDI SCR STYLE DSG 5DR SALOON 2015,112,81,100
Skoda,SUPERB COMBI 1.6 TDI GREENLINE5DR ESTATE 2016,111,82,99
Skoda,SUPERB COMBI 2.0 TDI GREEN TEC ELEGANCE 5DR ESTATE 2014,113,74,101
Skoda,SUPERB COMBI 2.0 TDI SCR STYLE 5DR ESTATE 2015,102,80,98
Suzuki,GRAND VITARA VVT 1.6 3DR 4X4,45,94,99
Suzuki,JIMNY 1.3 3DR 4X4,31,92,92
Suzuki,KIZASHI SPORT 2.4 4DR SALOON 2010,103,57,92
Suzuki,SPLASH 1.2 5DR HATCH 2008,47,77,100
Suzuki,SWIFT 1.2 ECO+ COMFORT 3DR HATCH 2014,56,85,100
Suzuki,SWIFT 1.3 5DR HATCH,44,68,101
Suzuki,SWIFT CLUB 4X4 1.2 5DR HATCH 2011,55,85,100
Suzuki,SWIFT COMFORT 1.2 5DR HATCH 2010,55,85,100
Suzuki,SWIFT COMFORT 1.2 AUTOMATIK 5DR HATCH 2011,55,85,100
Suzuki,SWIFT GLX DDIS 1.3 5DR HATCH,59,91,102
Suzuki,SWIFT SPORT 1.6 100 KW 3DR HATCH 2012,55,85,100
Suzuki,SWIFT SPORT 1.6 3DR HATCH,59,90,102
Suzuki,SX4 DDIS 5DR HATCH,68,88,102
Suzuki,SWIFT 1.0 5DR HATCH 2017,67,86,100
Suzuki,SWIFT 1.2 5DR HATCH 2018,67,86,100
Suzuki,SWIFT 1.2 DUALJET HYBRID 5DR HATCH 2020,97,86,100
Suzuki,SWIFT1.4 5DR HATCH 2018,97,86,100
Suzuki,SX4 S-CROSS 1.6 DDIS COMFORT+ 4X4 5DR HATCH 2013,80,83,103
Suzuki,SX4 S-CROSS 5DR SALOON 2017,80,83,103
Volkswagen,T-CROSS 5DR SALOON 2019,66,70,97
Volkswagen,T-ROC 2.0 TDI STYLE 4MOTION DSG (7-GANG) 5DR SALOON 2018,78,67,100
Volkswagen,T-ROC 5DR SALOON 2018,78,67,100
Volkswagen,T-ROC CABRIOLET 2DR SALOON 2020,74,51,57
Volkswagen,T6 4DR MPV 2019,87,126,121
Volkswagen,T6 MULTIVAN 2.0 4DR MPV 2018,87,126,121
Volkswagen,T6 MULTIVAN 2.0 TDI BMT TRENDLINE 4DR MPV 2016,87,126,121
VW Nutzfahrzeuge,T6.1 MULTIVAN 2.0 4DR MPV 2020,87,126,121
Renault,TALISMAN ENERGY DCI 4DR SALOON 2016,119,49,101
Renault,TALISMAN GRANDTOUR 5DR ESTATE 2016,31,53,45
SEAT,TARRACO 2.0 5DR SALOON 2019,46,71,100
Porsche,TAYCAN 4DR COUPE 2020,78,77,95
Tesla,MODEL S PERFORMANCE SIGNATURE E-MOTOR 310KW 422 PS 5DR HATCH 2013,113,72,97
Volkswagen,TIGUAN 1.4 TSI 5DR SALOON 2016,85,82,100
Volkswagen,TIGUAN 1.4 TSI 5DR SALOON 2017,90,82,100
Volkswagen,TIGUAN 2.0 5DR SALOON 2019,90,82,100
Volkswagen,TIGUAN 2.0 TDI 5DR SALOON 2016,87,91,100
Volkswagen,TIGUAN 2.0 TDI 5DR SALOON 2021,90,82,100
Volkswagen,TIGUAN ALLSPACE 2.0 TDI SCR HIGHLINE 4MOTION DSG (7-GANG) 5DR SALOON 2018,107,75,100
Fiat,TIPO 1.6 5DR HATCH 2017,89,83,98
Fiat,TIPO KOMBI 1.4 T-JET START&STOPP LOUNGE 5DR ESTATE 2016,101,79,99
Fiat,TIPO KOMBI 1.6 5DR ESTATE 2019,99,81,99
SsangYong,TIVOLI 1.5 GDI-T 5DR SALOON 2020,68,71,106
Volkswagen,TOUAREG 3.0 5DR SALOON 2019,106,77,107
Volkswagen,TOUAREG 3.0 V6 5DR SALOON 2018,106,77,107
Volkswagen,TOURAN 1.4 TSI BMT COMFORTLINE 5DR MPV 2016,97,94,96
Volkswagen,TOURAN 2.0 TDI BMT HIGHLINE 5DR MPV 2015,34,89,103
Volkswagen,TOURAN 2.0 TDI SCR BMT HIGHLINE 5DR MPV 2015,97,94,96
Ford,TOURNEO COURIER 1.6 TDCI START STOP TITANIUM 5DR SALOON 2015,82,109,98
Toyota,AURIS 1.8 5DR HATCH 2013,76,78,99
Toyota,AURIS 2.0 D 4D 5DR HATCH 2008,75,87,98
Toyota,AURIS D-4D LIFE+ (DPF) 1.4 5DR HATCH 2010,75,87,98
Toyota,AURIS T2 VVT I 1.4 5DR HATCH,79,86,96
Toyota,AURIS TOURING SPORTS 1.8 HYBRID 5DR ESTATE 2013,104,69,94
Toyota,AVENSIS EXECUTIVE 2.2 D CAT 5DR ESTATE 2009,109,70,98
Toyota,AVENSIS LIFE 1.8 MULTIDRIVE S 4DR SALOON 2012,111,50,96
Toyota,AVENSIS LIVE 2.0 D-4D 91 5DR ESTATE 2012,109,70,98
Toyota,AVENSIS SOL 1.8 4DR SALOON 2009,111,50,96
Toyota,AVENSIS T2 1.8 5DR HATCH,110,77,92
Toyota,AYGO 1.0 3DR HATCH,45,81,104
Toyota,AYGO 1.0 5DR HATCH 2014,46,81,101
Toyota,AYGO CONNECT 1.0 5DR HATCH 2012,45,81,101
Toyota,AYGO SPORT 1.0 5DR HATCH,44,81,100
Toyota,AYGO VVT I SPORT 1.0 3DR HATCH,47,81,101
Toyota,AYGO VVT I SPORT 1.0 5DR HATCH,48,81,101
Toyota,COROLLA D 4D T3 1.4 5DR HATCH,78,76,90
Toyota,COROLLA VERSO 1.8 T3 VVTI 5DR MPV,21,83,105
Toyota,COROLLA VERSO VVT I SPORT T3 1.8 5DR MPV,21,83,106
Toyota,COROLLA VVT I SPORT 1.8 3DR HATCH,78,76,90
Toyota,GT86 2.0 147 KW 2DR COUPE 2012,79,38,107
Toyota,IQ 1.33 3DR HATCH 2010,16,71,93
Toyota,LAND CRUISER EXECUTIVE 3.0D 4D 5DR 4X4 2010,105,98,109
Toyota,PRIUS 1.8 HYBRID 5DR HATCH 2012,85,59,98
Toyota,PRIUS 1.8 HYBRID 5DR HATCHBACK 2009,88,63,97
Toyota,PRIUS 1.8 PLUG-IN-HYBRID 1.8 5DR HATCH 2011,85,59,101
Toyota,PRIUS PLUG-IN HYBRID LIFE 1.8 100 5DR HATCH 2012,87,64,98
Toyota,PRIUS T SPIRIT 1.5 5DR HATCH,88,67,97
Toyota,PRIUS+ LIFE 1.8 HYBRID 5DR MPV 2012,37,73,101
Toyota,RAV 4 LIFE 2.2 D-4D 5DR 4X4 2010,77,94,109
Toyota,RAV 4 LIFE 4X2 2.0 D-4D 91KW 124 PS 5DR 4X4 2013,94,85,110
Toyota,RAV4 XT3 2.0 5DR ESTATE,79,94,108
Toyota,URBAN CRUISER TOWN + 4X2 1.33 5DR 4X4 2009,63,84,100
Toyota,URBAN CRUISER TOWN 4X2 1.4 D-4D 5DR 4X4 2010,63,84,100
Toyota,VERSO 1.6 D-4D EXECUTIVE (7-SEATER) 5DR MPV 2014,33,80,99
Toyota,VERSO 2.0 D-4D 93KW 5DR MPV 2013,33,80,99
Toyota,VERSO EXECUTIVE 1.8 5DR MPV 2009,33,79,98
Toyota,VERSO S START-STOP LIFE 1.33 5DR MPV 2011,66,95,100
Toyota,YARIS 1.0 COOL 5DR HATCH 2010,53,85,100
Toyota,YARIS 1.3 3DR HATCH,54,74,100
Toyota,YARIS 1.33 EXECUTIVE 1.33 5DR HATCHBACK 2009,68,85,100
Toyota,YARIS CLUB 1.33 5DR HATCH 2011,62,71,100
Toyota,YARIS CLUB 1.4 D-4D 5DR HATCH 2011,62,71,100
Toyota,YARIS HYBRID 1.5 74 KW 5DR HATCH 2012,62,71,100
Toyota,YARIS HYBRID COMFORT 5DR HATCH 2014,68,88,100
Toyota,YARIS T3 VVTI 1.3 5DR HATCH,69,74,100
Toyota,YARIS VERSO VVT I TSPIRIT 1.3 5DR MPV,74,113,96
Toyota,YARIS VVT I SPORT T3 1.0 3DR HATCH,61,89,98
Toyota,YARIS VVT I TSPIRIT 1.3 5DR HATCH,60,89,98
Renault,"TRAFIC GRAND COMBI ENERGY DCI 145 EXPRESSION 2,9T 4DR MPV 2016",117,129,124
Audi,TT COUPE 2.0 TDI ULTRA3DR COUPE 2015,82,38,99
Audi,TT RS QUATTRO 3DR COUPE 2017,82,63,99
Audi,TTS ROADSTER QUATTRO S TRONIC 2DR COUPE 2016,100,30,99
Hyundai,TUCSON 1.6 5DR SALOON 2018,90,82,99
Hyundai,TUCSON 1.6 TURBO PREMIUM ALLRAD 5DR SALOON 2016,88,82,98
Hyundai,TUCSON 1.7 CRDI BLUE STYLE 2WD 5DR SALOON 2015,88,82,98
Hyundai,TUCSON 2.0 5DR SALOON 2019,90,87,103
Hyundai,TUCSON 2.0 CRDI PREMIUM 4WD AUTOMATIK 5DR SALOON 2015,88,82,98
Renault,TWINGO ENERGY TCE 90 LUXE 5DR HATCH 2015,59,61,100
Renault,TWINGO SCE 5DR HATCH 2019,58,61,100
Renault,TWINGO SCE 70 EXPRESSION 5DR HATCH 2014,59,62,100
Volkswagen,UP! 1.0 TSI BMT BEATS 5DR HATCH 2017,60,85,91
Volkswagen,UP!3DR HATCH 2018,60,85,91
Lexus,UX 250H 5DR SALOON 2020,79,55,94
Mercedes Benz,V 250 D LANG 7G-TRONIC PLUS 4DR MPV 2015,90,119,118
Mercedes Benz,V 300 D 5DR MPV 2020,90,119,118
Volvo,V40 D4 KINETIC 5DR HATCH 2015,76,76,96
Volvo,V60 5DR ESTATE 2018,103,66,102
Volvo,V60 CROSS COUNTRY 5DR ESTATE 2019,103,66,102
Volvo,V60 CROSS COUNTRY D3 MOMENTUM 5DR ESTATE 2015,96,66,109
Volvo,V60 D4 5DR ESTATE 2018,103,66,102
Volvo,V60 T6 5DR ESTATE 2020,103,66,102
Volvo,V605DR ESTATE 2019,103,66,102
Volvo,V90 5DR ESTATE 2018,114,70,105
Volvo,V90 CROSS COUNTRY 5DR ESTATE 2020,115,70,105
Volvo,V90 D4 5DR ESTATE 2018,114,70,105
Volvo,V90 D5 5DR ESTATE 2017,114,70,105
Vauxhall,ADAM 1.4 ECOFLEX 3DR HATCH 2013,47,76,96
Vauxhall,ADAM ECOFLEX GLAM 1.4 LPG64KW 87PS 3DR HATCH 2013,47,86,96
Vauxhall,AGILA 1.2 5DR HATCH 2008,47,77,100
Vauxhall,AGILA 1.3 CDTI 5DR HATCH 2008,47,77,100
Vauxhall,AGILA EDITION 1.2 ECOFLEX 5DR HATCH 2011,47,77,100
Vauxhall,AMPERA EPIONIER EDITION E-REV 5DR HATCH 2011,79,72,99
Vauxhall,ANTARA DESIGN EDITION 2.2 CDTI 5DR 4X4 2011,90,75,96
Vauxhall,ASTRA 1.6 SXI 3DR HATCH,79,75,94
Vauxhall,ASTRA 1.7 CDTI 5DR HATCH 2010,82,76,98
Vauxhall,ASTRA 1.7 CDTI 5DR HATCH 2012,82,76,98
Vauxhall,ASTRA DESIGN 1.6 5DR HATCH,81,81,94
Vauxhall,ASTRA DESIGN 1.8 5DR ESTATE,107,78,109
Vauxhall,ASTRA DESIGN 1.8 5DR HATCH,80,80,105
Vauxhall,ASTRA DESIGN EDITION 2.0 CDTI STARTSTOP 5DR HATCH 2011,82,76,98
Vauxhall,ASTRA ECOFLEX INNOVATION 1.4 LPG 103KW 5DR HATCH 2012,74,62,102
Vauxhall,ASTRA ECOFLEX START STOP EDITION 1.4 TURBO 88KW 120PS 5DR HATCH 2013,82,76,98
Vauxhall,ASTRA EDITION 1.3 CDTI 3DR HATCH 2010,82,76,98
Vauxhall,ASTRA GTC 1.6 DI TURBO ECOFLEX START STOP 3DR HATCH 2014,79,77,98
Vauxhall,ASTRA GTC START AND STOP 2.0 CDTI ECO FLEX 3DR HATCH 2012,79,77,98
Vauxhall,ASTRA INNOVATION (DPF) 1.7 CDTI 5DR HATCH 2008,81,80,95
Vauxhall,ASTRA INNOVATION (DPF) 1.7 CDTI 5DR HATCHBACK 2009,81,80,95
Vauxhall,ASTRA SPORT 1.4 TURBO 5DR HATCH 2010,82,76,98
Vauxhall,ASTRA SPORTS TOURER 1.4 TURBO ECOFLEX START STOP SELECTION 5DR ESTATE 2014,104,72,102
Vauxhall,ASTRA SPORTS TOURER EDITION 1.7 CDTI 5DR ESTATE 2010,104,72,102
Vauxhall,ASTRA SPORTS TOURER INNOVATION 1.7 CDTI 96KW 130 PS 5DR ESTATE 2013,104,72,102
Vauxhall,ASTRA TWIN TOP SPORT 1.6 2DR COUPE,81,61,83
Vauxhall,CASCADA 1.6 SIDI TURBO ECOFLEX START STOP 2DR CONVERTIBLE 2013,111,45,62
Vauxhall,COMBO ECOFLEX SELECTIO 1.4 CNG TURBO 5DR ESTATE 2012,100,117,112
Vauxhall,CORSA 1.2 TWINPORT ECOFLEX 5DR HATCH 2010,64,86,89
Vauxhall,CORSA 1.3 CDTI ECOFLEX START STOP 3DR HATCH 2014,62,83,96
Vauxhall,CORSA CLUB 1.4 3DR HATCH,59,66,96
Vauxhall,CORSA DESIGN 1.4 3DR HATCH,61,86,100
Vauxhall,CORSA DESIGN 1.4 5DR HATCH,59,70,96
Vauxhall,CORSA ECOFLEX 1.3 CDTI 3DR HATCH 2008,63,85,89
Vauxhall,CORSA ECOFLEX EDITION 1.2 LPG 61KW 3DR HATCH 2012,63,83,96
Vauxhall,CORSA ECOFLEX START STOP EDITION 1.3 CDTI 3DR HATCH 2012,63,83,96
Vauxhall,CORSA ECOFLEX START STOP EDITION 1.3 CDTI 70KW 95 PS 3DR HATCH 2013,63,83,96
Vauxhall,CORSA EDITION 1.0 5DR HATCH,64,86,89
Vauxhall,CORSA INNOVATION 1.4 TWINPORT 3DR HATCH 2011,63,83,96
Vauxhall,CORSA START STOP EDITION 1.2 ECOFLEX 51 5DR HATCH 2012,62,69,89
Vauxhall,CORSA SXI 1.4 5DR HATCH,60,70,96
Vauxhall,INSIGNIA 2.0 CDTI 4DR SALOON 2009,100,51,103
Vauxhall,INSIGNIA 2.0 CDTI 5DR HATCH 2010,105,76,103
Vauxhall,INSIGNIA 2.0 CDTI ECOFLEX 5DR HATCH 2013,99,77,103
Vauxhall,INSIGNIA ECO FLEX 2.0 CDTI ECO FLEX (DPF) 4DR SALOON 2009,100,51,103
Vauxhall,INSIGNIA ECOFLEX START STOP 2.0 BITURBO CDTI 4DR SALOON 2012,100,51,103
Vauxhall,INSIGNIA INNOVATION 1.4 TURBO ECOFLEX 4DR SALOON 2011,100,51,103
Vauxhall,INSIGNIA SPORTS TOURER 2.0 CDTI 5DR ESTATE 2009,107,69,105
Vauxhall,INSIGNIA SPORTS TOURER 2.0 CDTI ECOFLEX START STOP EDITION 5DR ESTATE 2014,107,69,105
Vauxhall,MERIVA 1.6 CDTI ECOFLEX START STOP INNOVATION 5DR MPV 2014,76,79,103
Vauxhall,"MERIVA EDITION 1,3 CDTI ECO FLEX 5DR MPV 2010",76,79,103
Vauxhall,MERIVA EDITION 1.4 TURBO 88KW 5DR MPV 2013,76,79,103
Vauxhall,MERIVA INNOVATION 1.4 TURBO 5DR MPV 2010,76,79,103
Vauxhall,MERIVA LIFE 1.6 5DR MPV,74,83,103
Vauxhall,MOKKA 1.7 CDTI 96KW 5DR 4X4 2012,71,78,91
Vauxhall,MOKKA START STOP INNOVATION 1.4 TURBO ECOFLEX 103KW 140 PS 5DR 4X4 2013,71,78,100
Vauxhall,TIGRA TWIN TOP ENDLESS SUMMER 1.8 2DR CONVERTIBLE 2008,59,59,95
Vauxhall,VECTRA DESIGN 1.8I 4DR SALOON,96,46,102
Vauxhall,VECTRA DESIGN CDTI 1.9 5DR ESTATE,111,76,105
Vauxhall,VECTRA DESIGN CDTI 1.9 5DR HATCH,96,80,102
Vauxhall,ZAFIRA 1.7 CDTI EDITION 5DR MPV 2008,31,90,107
Vauxhall,ZAFIRA CDTI SRI 1.9 5DR MPV,37,90,107
Vauxhall,ZAFIRA CLUB 1.6I 5DR MPV,30,91,106
Vauxhall,ZAFIRA EDITION 1.7 CDTI ECOFLEX 5DR MPV 2009,31,90,107
Vauxhall,ZAFIRA LIFE 1.6 5DR MPV,37,94,102
Vauxhall,ZAFIRA TOURER 1.6 CNG ECOFLEX EDITION 5DR MPV 2014,39,82,105
Vauxhall,ZAFIRA TOURER ECOFLEX 1.4 TURBO 5DR MPV 2013,116,82,105
Vauxhall,ZAFIRA TOURER ECOFLEX 2.0 CDTI 5DR MPV 2012,97,82,105
KIA,VENGA 1.4 EDITION7 5DR MPV 2015,72,91,107
Lada,VESTA 1.64DR SALOON 2017,98,57,94
Suzuki,VITARA 1.4 BOOSTERJET S ALLRAD 5DR SALOON 2016,77,84,97
Suzuki,VITARA 1.6 DDIS COMFORT+ ALLRAD 5DR SALOON 2015,77,84,97
Suzuki,VITARA 5DR SALOON 2019,76,84,103
Vauxhall,VIVA 1.0 5DR HATCH 2017,47,82,95
Vauxhall,VIVA 1.0 EDITION 5DR HATCH 2015,47,82,95
Volkswagen,AMAROK TRENDLINE 4 MOTION 2.0 BI TDI 4DR 4X4 2011,150,52,122
Volkswagen,BEETLE CABRIOLET SPORT 1.4 TSI 60'S DSG7 118KW 160 PS 2DR CONVERTIBLE 2013,73,46,52
Volkswagen,BEETLE DESIGN 1.6 TDI 3DR HATCH 2012,82,88,91
Volkswagen,BEETLE SPORT DSG 2.0 TSI 3DR HATCH 2011,82,88,95
Volkswagen,CADDY 1.6 5DR MPV 2008,106,114,114
Volkswagen,CADDY MAXI LIFE 1.9 TDI DSG 5DR ESTATE 2010,61,113,112
Volkswagen,CADDY STARTLINE 1.2 TSI 4DR ESTATE 2011,105,114,116
Volkswagen,CADDY TRENDLINE 2.0 ECOFUEL 80KW 5DR ESTATE 2013,107,114,112
Volkswagen,CARAVELLE TDI SE130 2.0 5DR MPV,35,126,122
Volkswagen,CROSS POLO 1.6 TDI DSG 5DR HATCH 2010,67,79,89
Volkswagen,CROSS UP! 1.0 5DR HATCH 2014,59,85,92
Volkswagen,E-GOLF 5DR HATCH 2014,74,79,101
Volkswagen,E-UP ELEKTROMOTOR 60KW 5DR HATCH 2013,60,67,92
Volkswagen,EOS 2.0TDI BLUE MOTION TECH 2DR CONVERTIBLE 2011,84,53,80
Volkswagen,FOX 1.2 3DR HATCH 2008,66,90,96
Volkswagen,GOLF 1.4 TGI BLUEMOTION COMFORTLINE 5DR HATCH 2014,74,73,101
Volkswagen,GOLF 5 VARIANT COMFORTLINE 2.0 TDI 5DR ESTATE 2008,105,74,100
Volkswagen,GOLF 5 VARIANT TRENDLINE 1.6 TDI 5DR ESTATE 2010,105,74,100
Volkswagen,GOLF 7 BLUE MOTION TECHNOLOGY 2.0TDI 110KW 5DR HATCH 2012,75,70,101
Volkswagen,GOLF 7 BLUE MOTION TECHNOLOGY HIGHLINE 1.4TSI 90KW 5DR HATCH 2012,75,70,101
Volkswagen,GOLF 7 BLUEMOTION CONFORTLINE 1.6 TDI 3DR HATCH 2013,74,70,101
Volkswagen,GOLF BLUE MOTION TECHNOLOGY COMFORTLINE 1.2 TSI 5DR HATCH 2010,82,85,99
Volkswagen,GOLF CABRIOLET 1.2 TSI BLUE MOTION 2DR CONVERTIBLE 2011,68,52,91
Volkswagen,GOLF CABRIOLET 2.0 TDI BLUEMOTION 2DR CONVERTIBLE 2012,68,52,91
Volkswagen,GOLF COMFORTLINE 1.2 TSI 5DR HATCH 2010,82,85,99
Volkswagen,GOLF COMFORTLINE 1.2TSI 77KW 5DR HATCH 2013,75,70,101
Volkswagen,GOLF COMFORTLINE 1.6 BIFUEL 5DR HATCH 2011,82,85,100
Volkswagen,GOLF GTD 2.0 TDI 3DR HATCH 2011,82,85,99
Volkswagen,GOLF GTD DSG 2.0 TDI DPF 3DR HATCHBACK 2009,82,85,99
Volkswagen,GOLF GTI 2.0 TFSI 5DR HATCH 2010,82,85,99
Volkswagen,GOLF PERFORMANCE GTI 169KW 230 PS 3DR HATCH 2013,79,80,101
Volkswagen,GOLF PLUS 1.6 5DR HATCH,86,77,100
Volkswagen,GOLF PLUS COMFORTLINE 1.4 TSI 5DR HATCH 2008,86,77,95
Volkswagen,GOLF PLUS COMFORTLINE 2.0 TDI 5DR MPV 2009,86,77,95
Volkswagen,GOLF SV 1.4 TSI BMT HIGHLINE 5DR MPV 2014,76,88,100
Volkswagen,GOLF TDI COMFORTLINE 1.9 5DR HATCH,82,85,100
Volkswagen,GOLF TDI S 1.9 5DR HATCH,82,85,100
Volkswagen,GOLF TDI SPORT 1.9 3DR HATCH,82,85,100
Volkswagen,GOLF VARIANT 2.0 TDI 5DR ESTATE 2013,105,70,101
Volkswagen,GOLF VI COMFORTLINE 1.6 BIFUEL 5DR HATCH 2009,82,74,100
Volkswagen,GOLF VI COMFORTLINE 2.0 TDI 5DR HATCHBACK 2009,82,85,100
Volkswagen,GOLF VI COMFORTLINE DSG 2.0 TDI 5DR HATCH 2008,82,85,100
Volkswagen,GOLF VI HIGHLINE 2.0 TDI 5DR HATCHBACK 2009,82,85,100
Volkswagen,GOLF VII COMFORTLINE 1.6 TDI BMT 77KW 5DR HATCH 2013,75,70,101
Volkswagen,JETTA COMFORTLINE 1.2 TSI BLUEMOTION 4DR SALOON 2011,108,56,104
Volkswagen,JETTA COMFORTLINE 2.0 TDI DSG 4DR SALOON 2011,108,56,104
Volkswagen,JETTA HYBRID COMFORTLINE 1.4 TSI HYBRID 110KW 4DR SALOON 2013,49,56,90
